PRICE_DATE,PR_PROD_NAME,MARKET_NAME,PRICE_DAY
08-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","บริษัท ชลเจริญ จำกัด ชลบุรี ",2.45
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท สุขสมบูรณ์น้ำมันปาล์ม จำกัด ชลบุรี ",2.65
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","สหกรณ์นิคมการเกษตรท่าแซะ ชุมพร ",2.8
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ศรีเจริญปาล์มออยล์ จำกัด ชุมพร ",2.6
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท วิจิตรภัณฑ์สวนปาล์ม จำกัด ชุมพร ",2.7
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บจ.แสงศิริอุตสาหกรรมการเกษตร สุราษฎร์ธานี ",3.1
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",2.8
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ทักษิณ อุตสาหกรรมน้ำมันปาล์ม จำกัด สุราษฎร์ธานี ",2.9
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ท่าฉางสวนปาล์มน้ำมันอุตสาหกรรม จำกัด สุราษฎร์ธานี ",3.15
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานพระบาท สุราษฎร์ธานี ",2.9
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานปาล์ม หานลุ่มปาล์ม(คุณสมเดช ก่อเซ็ม) พังงา ",2.6
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บมจ. ยูนิวานิชน้ำมันปาล์ม กระบี่ ",2.6
08-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ชุมนุมสหกรณ์ชาวสวนปาล์มน้ำมันกระบี่ จำกัด กระบี่ ",2.7
08-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","จุดรับซื้อ ผู้ใหญ่วิโรจน์ สว่างงาม สมุทรสงคราม ",700
08-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","แหล่งรับซื้อ ทับสะแก ประจวบคีรีขันธ์ ",600
08-JAN-19,"หอมหัวใหญ่เบอร์ 1(ตัดจุก)","สหกรณ์ผู้ปลูกหอมหัวใหญ่บ้านกาดพัฒนา เชียงใหม่ ",12.5
08-JAN-19,"หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน","ร้านสิทธิกร ศรีสะเกษ ",27
08-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บริษัท SAICO จำกัด ระยอง ",3.2
08-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"โรงงานอาหารสยาม ชลบุรี ",3.1
08-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"กลุ่มสหกรณ์ผู้ปลูกสับปะรด ราชบุรี ",3.1
08-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. สามร้อยยอดจำกัด (เอส.อาร์.วาย.) ประจวบคีรีขันธ์ ",3.8
08-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. กุยบุรีผลไม้กระป๋องจำกัด (เค.เอฟ.ซี.) ประจวบคีรีขันธ์ ",3.5
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านสินการยาง ระยอง ",40
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",40
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","บจ.สุราษฎร์สัมฤทธ์ธุรกิจ สุราษฎร์ธานี ",41
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา สุราษฎร์ธานี สุราษฎร์ธานี ",43.65
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",41
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา นครศรีธรรมราช ",43.57
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","สำนักตลาดกลางยางพารา สงขลา ",42.1
08-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา ยะลา ยะลา ",42.57
08-JAN-19,น้ำยางพาราสด,"บริษัท ไทยรับเบอร์ลาเทกซ์กรุ๊ป ระยอง ",24
08-JAN-19,น้ำยางพาราสด,"ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",35
08-JAN-19,น้ำยางพาราสด,"ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",35
08-JAN-19,น้ำยางพาราสด,"บริษัท ที.ที.ลาเท็กซ์แอนด์โปรดักส์ จำกัด นครศรีธรรมราช ",36
08-JAN-19,น้ำยางพาราสด,"บริษัท นาบอนรับเบอร์ จำกัด นครศรีธรรมราช ",37
08-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","บริษัท โชคชัยการสุกร จำกัด นครราชสีมา ",67
08-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ร้านนางดวงใจ พรมพันธ์ใจ นครราชสีมา ",68
08-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ศิริปุณย์ฟาร์ม ฉะเชิงเทรา ",70
08-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณบำเพ็ญ นครปฐม ",68
08-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณ อำนาจ เจริญผล ราชบุรี ",68
08-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"บริษัท เจริญโภคภัณฑ์ จำกัด ชลบุรี ",35
08-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"ฟาร์มคุณ ณรงค์ พิพัฒสุวรรณ นครปฐม ",32
08-JAN-19,"ไข่ไก่เบอร์ 3","นายสมาน ทองดี นครราชสีมา ",290
08-JAN-19,"ไข่ไก่เบอร์ 4","นายสมาน ทองดี นครราชสีมา ",280
08-JAN-19,ไข่ไก่คละ,"สหกรณ์ไข่ไก่ ฉะเชิงเทรา ",230
08-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ร้านสินงอกงาม ฉะเชิงเทรา ",165
08-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ตลาดกลางกุ้งสมุทรสาคร สมุทรสาคร ",160
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีกิจทวียโสธร ยโสธร ",16000
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีไฟไทยเจริญวัฒนา อำนาจเจริญ ",16000
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","ตลาดกลางพืชไร่ ศรีสะเกษ ",15300
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีเต็กเฮง สุรินทร์ ",16000
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีสหพัฒนา บุรีรัมย์ ",16000
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีสหกรณ์การเกษตรสุวรรณภูมิ ร้อยเอ็ด ",16000
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","ท่าข้าว ธกส. ขอนแก่น ",15400
09-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์สุพรรณบุรีความชื้น 14-15%","โรงสีไฟโชครุ่งเรือง พิษณุโลก ",7450
09-JAN-19,"ข้าวโพดเลี้ยงสัตว์ความชื้น 14.5%","สหกรณ์การเกษตรร้องกวาง แพร่ ",9
09-JAN-19,"ข้าวโพดเลี้ยงสัตว์ความชื้น 14.5%","ร้านใจงามการเกษตร น่าน ",8.95
09-JAN-19,อ้อยโรงงาน,"โรงงานน้ำตาลไทยเอกลักษณ์ อุตรดิตถ์ ",635.05
09-JAN-19,หัวมันสำปะหลังสดคละ,"คุณไชยเลิศ จันทร์วัฒนศิริ กาญจนบุรี ",2.3
09-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","หจก. ธนวัฒน์พืชผล กำแพงเพชร ",2.55
09-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","บ.สงวนวงษ์อุตสาหกรรม จำกัด นครราชสีมา ",2.45
09-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","โรงงานแป้งมันสำปะหลังครบุรี นครราชสีมา ",2.45
09-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","บริษัท ชลเจริญ จำกัด ชลบุรี ",2.45
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท สุขสมบูรณ์น้ำมันปาล์ม จำกัด ชลบุรี ",2.65
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","สหกรณ์นิคมการเกษตรท่าแซะ ชุมพร ",2.9
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ศรีเจริญปาล์มออยล์ จำกัด ชุมพร ",2.6
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท วิจิตรภัณฑ์สวนปาล์ม จำกัด ชุมพร ",2.7
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บจ.แสงศิริอุตสาหกรรมการเกษตร สุราษฎร์ธานี ",3.2
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",2.9
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ทักษิณ อุตสาหกรรมน้ำมันปาล์ม จำกัด สุราษฎร์ธานี ",2.9
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ท่าฉางสวนปาล์มน้ำมันอุตสาหกรรม จำกัด สุราษฎร์ธานี ",3.15
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานพระบาท สุราษฎร์ธานี ",3
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานปาล์ม หานลุ่มปาล์ม(คุณสมเดช ก่อเซ็ม) พังงา ",2.6
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บมจ. ยูนิวานิชน้ำมันปาล์ม กระบี่ ",2.6
09-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ชุมนุมสหกรณ์ชาวสวนปาล์มน้ำมันกระบี่ จำกัด กระบี่ ",2.7
09-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","จุดรับซื้อ ผู้ใหญ่วิโรจน์ สว่างงาม สมุทรสงคราม ",700
09-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","แหล่งรับซื้อ ทับสะแก ประจวบคีรีขันธ์ ",600
09-JAN-19,"หอมหัวใหญ่เบอร์ 1(ตัดจุก)","สหกรณ์ผู้ปลูกหอมหัวใหญ่บ้านกาดพัฒนา เชียงใหม่ ",12.5
09-JAN-19,"หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน","ร้านสิทธิกร ศรีสะเกษ ",27
09-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บริษัท SAICO จำกัด ระยอง ",3.2
09-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"โรงงานอาหารสยาม ชลบุรี ",3.1
09-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"กลุ่มสหกรณ์ผู้ปลูกสับปะรด ราชบุรี ",3.1
09-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. สามร้อยยอดจำกัด (เอส.อาร์.วาย.) ประจวบคีรีขันธ์ ",3.8
09-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. กุยบุรีผลไม้กระป๋องจำกัด (เค.เอฟ.ซี.) ประจวบคีรีขันธ์ ",3.5
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านสินการยาง ระยอง ",40
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",41
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","บจ.สุราษฎร์สัมฤทธ์ธุรกิจ สุราษฎร์ธานี ",42
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา สุราษฎร์ธานี สุราษฎร์ธานี ",44.06
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",41
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา นครศรีธรรมราช ",0
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","สำนักตลาดกลางยางพารา สงขลา ",43.17
09-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา ยะลา ยะลา ",42.88
09-JAN-19,น้ำยางพาราสด,"บริษัท ไทยรับเบอร์ลาเทกซ์กรุ๊ป ระยอง ",24
09-JAN-19,น้ำยางพาราสด,"ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",35
09-JAN-19,น้ำยางพาราสด,"ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",35
09-JAN-19,น้ำยางพาราสด,"บริษัท ที.ที.ลาเท็กซ์แอนด์โปรดักส์ จำกัด นครศรีธรรมราช ",36
09-JAN-19,น้ำยางพาราสด,"บริษัท นาบอนรับเบอร์ จำกัด นครศรีธรรมราช ",36
09-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","บริษัท โชคชัยการสุกร จำกัด นครราชสีมา ",67
09-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ร้านนางดวงใจ พรมพันธ์ใจ นครราชสีมา ",68
09-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ศิริปุณย์ฟาร์ม ฉะเชิงเทรา ",70
09-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณบำเพ็ญ นครปฐม ",68
09-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณ อำนาจ เจริญผล ราชบุรี ",68
09-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"บริษัท เจริญโภคภัณฑ์ จำกัด ชลบุรี ",35
09-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"ฟาร์มคุณ ณรงค์ พิพัฒสุวรรณ นครปฐม ",32
09-JAN-19,"ไข่ไก่เบอร์ 3","นายสมาน ทองดี นครราชสีมา ",290
09-JAN-19,"ไข่ไก่เบอร์ 4","นายสมาน ทองดี นครราชสีมา ",280
09-JAN-19,ไข่ไก่คละ,"สหกรณ์ไข่ไก่ ฉะเชิงเทรา ",230
09-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ร้านสินงอกงาม ฉะเชิงเทรา ",165
09-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ตลาดกลางกุ้งสมุทรสาคร สมุทรสาคร ",160
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีกิจทวียโสธร ยโสธร ",16000
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีไฟไทยเจริญวัฒนา อำนาจเจริญ ",16000
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","ตลาดกลางพืชไร่ ศรีสะเกษ ",15300
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีเต็กเฮง สุรินทร์ ",16000
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีสหพัฒนา บุรีรัมย์ ",16000
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีสหกรณ์การเกษตรสุวรรณภูมิ ร้อยเอ็ด ",16000
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","ท่าข้าว ธกส. ขอนแก่น ",15400
10-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์สุพรรณบุรีความชื้น 14-15%","โรงสีไฟโชครุ่งเรือง พิษณุโลก ",7450
10-JAN-19,"ข้าวโพดเลี้ยงสัตว์ความชื้น 14.5%","สหกรณ์การเกษตรร้องกวาง แพร่ ",9
10-JAN-19,"ข้าวโพดเลี้ยงสัตว์ความชื้น 14.5%","ร้านใจงามการเกษตร น่าน ",8.95
10-JAN-19,อ้อยโรงงาน,"โรงงานน้ำตาลไทยเอกลักษณ์ อุตรดิตถ์ ",633.79
10-JAN-19,หัวมันสำปะหลังสดคละ,"คุณไชยเลิศ จันทร์วัฒนศิริ กาญจนบุรี ",2.3
10-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","หจก. ธนวัฒน์พืชผล กำแพงเพชร ",2.55
10-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","บ.สงวนวงษ์อุตสาหกรรม จำกัด นครราชสีมา ",2.45
10-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","โรงงานแป้งมันสำปะหลังครบุรี นครราชสีมา ",2.45
10-JAN-19,"หัวมันสำปะหลังสดเชื้อแป้ง 25%(นอกโครงการ)","บริษัท ชลเจริญ จำกัด ชลบุรี ",2.5
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท สุขสมบูรณ์น้ำมันปาล์ม จำกัด ชลบุรี ",2.65
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","สหกรณ์นิคมการเกษตรท่าแซะ ชุมพร ",2.9
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ศรีเจริญปาล์มออยล์ จำกัด ชุมพร ",2.6
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท วิจิตรภัณฑ์สวนปาล์ม จำกัด ชุมพร ",2.7
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บจ.แสงศิริอุตสาหกรรมการเกษตร สุราษฎร์ธานี ",3.2
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",2.9
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ทักษิณ อุตสาหกรรมน้ำมันปาล์ม จำกัด สุราษฎร์ธานี ",2.9
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บริษัท ท่าฉางสวนปาล์มน้ำมันอุตสาหกรรม จำกัด สุราษฎร์ธานี ",3.2
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานพระบาท สุราษฎร์ธานี ",3
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ลานปาล์ม หานลุ่มปาล์ม(คุณสมเดช ก่อเซ็ม) พังงา ",2.6
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","บมจ. ยูนิวานิชน้ำมันปาล์ม กระบี่ ",2.6
10-JAN-19,"ผลปาล์มน้ำมันทั้งทะลาย นน.> 15 กก. ขึ้นไป","ชุมนุมสหกรณ์ชาวสวนปาล์มน้ำมันกระบี่ จำกัด กระบี่ ",2.7
10-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","จุดรับซื้อ ผู้ใหญ่วิโรจน์ สว่างงาม สมุทรสงคราม ",700
10-JAN-19,"มะพร้าวผลแห้งทั้งเปลือก ขนาดใหญ่","แหล่งรับซื้อ ทับสะแก ประจวบคีรีขันธ์ ",600
10-JAN-19,"หอมหัวใหญ่เบอร์ 1(ตัดจุก)","สหกรณ์ผู้ปลูกหอมหัวใหญ่บ้านกาดพัฒนา เชียงใหม่ ",12.5
10-JAN-19,"หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน","ร้านสิทธิกร ศรีสะเกษ ",30
10-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บริษัท SAICO จำกัด ระยอง ",3.2
10-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"โรงงานอาหารสยาม ชลบุรี ",3.1
10-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"กลุ่มสหกรณ์ผู้ปลูกสับปะรด ราชบุรี ",3.1
10-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. สามร้อยยอดจำกัด (เอส.อาร์.วาย.) ประจวบคีรีขันธ์ ",3.8
10-JAN-19,สับปะรดโรงงานผลขนาดใหญ่,"บ. กุยบุรีผลไม้กระป๋องจำกัด (เค.เอฟ.ซี.) ประจวบคีรีขันธ์ ",3.5
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านสินการยาง ระยอง ",40
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",41
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","บจ.สุราษฎร์สัมฤทธ์ธุรกิจ สุราษฎร์ธานี ",42
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา สุราษฎร์ธานี สุราษฎร์ธานี ",43.87
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",41
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา นครศรีธรรมราช ",43.58
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","สำนักตลาดกลางยางพารา สงขลา ",43.17
10-JAN-19,"ยางพาราแผ่นดิบ ชั้น 3","ตลาดกลางยางพารา ยะลา ยะลา ",43.6
10-JAN-19,น้ำยางพาราสด,"บริษัท ไทยรับเบอร์ลาเทกซ์กรุ๊ป ระยอง ",24
10-JAN-19,น้ำยางพาราสด,"ร้านคุณพจน์ (คุณพจน์ อาคมนุวัฒน์) ชุมพร ",35
10-JAN-19,น้ำยางพาราสด,"ร้านแสงตะวันการยาง(คุณประดิษฐ์ แสงตะวันวงศ์) สุราษฎร์ธานี ",35
10-JAN-19,น้ำยางพาราสด,"บริษัท ที.ที.ลาเท็กซ์แอนด์โปรดักส์ จำกัด นครศรีธรรมราช ",36
10-JAN-19,น้ำยางพาราสด,"บริษัท นาบอนรับเบอร์ จำกัด นครศรีธรรมราช ",36
10-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","บริษัท โชคชัยการสุกร จำกัด นครราชสีมา ",67
10-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ร้านนางดวงใจ พรมพันธ์ใจ นครราชสีมา ",68
10-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ศิริปุณย์ฟาร์ม ฉะเชิงเทรา ",70
10-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณบำเพ็ญ นครปฐม ",68
10-JAN-19,"สุกรขุนพันธุ์ลูกผสม นน.100 กก. ขึ้นไป","ฟาร์มคุณ อำนาจ เจริญผล ราชบุรี ",68
10-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"บริษัท เจริญโภคภัณฑ์ จำกัด ชลบุรี ",35
10-JAN-19,ไก่รุ่นพันธุ์เนื้อ(ราคาฟาร์มอิสระ),"ฟาร์มคุณ ณรงค์ พิพัฒสุวรรณ นครปฐม ",32
10-JAN-19,"ไข่ไก่เบอร์ 3","นายสมาน ทองดี นครราชสีมา ",290
10-JAN-19,"ไข่ไก่เบอร์ 4","นายสมาน ทองดี นครราชสีมา ",280
10-JAN-19,ไข่ไก่คละ,"สหกรณ์ไข่ไก่ ฉะเชิงเทรา ",230
10-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ร้านสินงอกงาม ฉะเชิงเทรา ",165
10-JAN-19,"กุ้งขาวแวนนาไมขนาด 61-70 ตัว/กก.","ตลาดกลางกุ้งสมุทรสาคร สมุทรสาคร ",160
11-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีกิจทวียโสธร ยโสธร ",16000
11-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีไฟไทยเจริญวัฒนา อำนาจเจริญ ",16000
11-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","ตลาดกลางพืชไร่ ศรีสะเกษ ",15300
11-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีเต็กเฮง สุรินทร์ ",16000
11-JAN-19,"ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ชนิด 100 %","โรงสีสหพัฒนา บุรีรัมย์ ",16000
